city,名称,id,纬度,经度,评价分数,介绍,封面图片
银川,西夏风情园滑雪场,1487568,38.484217,106.036891,3.6,宁夏西夏风情园滑雪场由中国早的滑雪服务公司之一的沈阳娅豪滑雪服务有限公司与宁夏西夏风情园投资有限公司合作建设和运营的宁夏新型冬季滑雪娱乐项目，位于宁夏西夏风情园旅游景区内东部区域，占地面积2万平方米左右，平均海拔1100至1200米，年平均气温8.5℃，整个场区呈东西向，场地开阔，设有雪圈区（约200米）、雪片、冰上自行车、儿童雪橇、双人滑雪盘、冰上碰碰车、雪球夹，冰面面积约5000平方米，整体造雪面积约2万平方米。场内布局合理，可同时容纳2000多人同时进行雪上娱乐活动。对于有一定滑雪水平的爱好迷们可以畅游场区，对于孩童和学者可以在平地处练习，不滑雪的朋友可以在周边观看或玩雪，也可以在大厅内饮茶、侃大山。宁夏的冬季，神秘西夏风情园滑雪场无论从雪道的数量、长度、落差还是其他各项滑雪设施及综合服务水平来看，都是您旅游滑雪体验的不二选择，这里是开展旅游滑雪的佳场地。银川滑雪新地标，西夏风情园滑雪场火力全开，打造今冬炫冰雪乐趴。这个冬季，全家总动员，来离银川市区近的“冰雪世界”任性畅滑！西夏风情园冰雪乐趴，不止是雪，不止是冰！,https://dimg04.c-ctrip.com/images/0104j120008by4i992B26.jpg
银川,檀溪谷温泉水世界,1414169,38.403313,106.38169,3.0,檀溪谷温泉水世界为西北地区规模大的水上乐园，水世界注入来自地下2800多米深的温泉水，解决宁夏早晚温差大，天热水冷的问题，小宝贝可以放心玩耍一整天！共有全国大型先进水上娱乐项目11个，包括：千里传音——疯狂大喇叭、飞龙在天——冲天回旋滑梯、勇往直前——急驰竞赛滑梯、激流勇进——模拟滑板冲浪、排山蹈海——疯狂海啸池、快乐无限——环城漂流、万有引力——魔幻太空盆、儿童天地——神奇水寨、峰回路转——成人螺旋滑梯、花样年华——休闲泳池、动感养生——温泉spa池等。水寨是一类集各种戏水玩具、水翻斗、水滑梯、主题景观等于一体的综合性水上游乐设施，宁夏只有檀溪谷温泉水世界的儿童水上乐园可以称之为水寨，占地近千平方米的儿童梦幻水上乐园，能够让孩子尽情感受置身童话王国的新奇与快乐。,https://dimg04.c-ctrip.com/images/10021f000001gxc4l4FBB.jpg
银川,视城一条街,1715032,38.61561,106.072435,4.4,镇北堡“视城一条街”是由电影电视艺术家修建起来的，已经成为以中国西部为题材的电影电视剧不可缺少的背景。,https://dimg04.c-ctrip.com/images/100j1f000001gpueyF355.jpg
银川,塔林,1715066,38.614305,106.071482,4.4,造型雄伟、气势恢宏的塔林是影视拍摄上佳的场景，也是镇北堡影视城里一道靓丽的风景线。,https://dimg04.c-ctrip.com/images/10091f000001gsppcBF16.jpg
银川,鸣翠湖滑雪场,1494031,38.39559,106.368746,4.0,银川鸣翠湖滑雪场作为2015银川第三届滨河冰雪彩灯艺术节系列活动之一，总投资2180万元，整个滑雪场占地6万平米，滑雪道长为400米，建有40米高的赏雪平台，可同时容纳5000人的滑雪空间，配套1500平米的综合服务大厅，内设售票、租赁雪具、休息等相关配套设施。滑雪场内设置高级滑道、中级滑道、初级滑道、儿童戏雪区、情侣双人雪圈等。鸣翠湖四季滑雪场项目的大亮点是特聘黑龙江亚布力国际滑雪场的导滑大师在现场进行专业指导。项目开业前的各项准备工作目前正在紧张进行中。鸣翠湖四季滑雪场宣传主题“冬季到鸣翠湖来滑雪”简明易记，朗朗上口。其宣传口号“走进大美湿地体验滑雪魅力释放冬日激情畅享明媚阳光”给人留下无尽遐想。,https://dimg04.c-ctrip.com/images/0100e120008ao4ea6D768.jpg
银川,银川市花博会,2495749,38.545006,106.217362,4.6,5800多亩花海，60多个风格各异的场馆展区，全国30多个省市、自治区携珍贵花卉参展。更有观光云轨进驻花博会，游客可乘云轨畅游全园。花博园内更有异国风情展区埃及馆供人游览。湖光山色美轮美奂，各色花卉争奇斗艳，浪漫花海沁人心脾，科技展馆令人流连忘返。中国花卉博览会，属于经国家批准继续举办的展会活动，每四年一届，是我国规模较大、规格较高、影响较广、内容较为丰富的花事盛会，被誉为中国花卉界的“奥林匹克”。花博会至今已举办八届，从规模、影响上都已大大加深，正在向着国际化的方向发展。本次花博园的规划结构是“一心、两轴、四岛、多园”。“一心” 即花博园展馆区，由主题馆、四季馆和综合馆三个室内展馆组成。“两轴” 即科技文化轴及花博景观轴。“四岛”由南到北依次为览山岛、回乡岛、花博岛及阅海岛。“多园”即以展示为主的各个省（区、市）花协室外展园、宁夏各地级市展园、友好城市展园以及各类花卉专类园组成的室外展园系统。,https://dimg04.c-ctrip.com/images/10020q000000giibrDE5B.jpg
银川,西夏陵遗址区,5623415,38.442964,106.019437,4.6,西夏陵是西夏王朝（1038—1227年）的帝王陵寝，坐落在贺兰山东麓。陵区规模宏大，蔚为壮观，在方圆53平方公里的范围内，依山势布列着9座帝陵和271座陪葬墓；是西夏历史留存至今规模大、等级高、保存完整的建筑遗存，见证了西夏王朝的存在和君主世袭，并为这一业已消失的古代文明提供特殊的见证。西夏陵国家考古遗址公园以110国道分界为两个区域：西夏陵遗址区与文化旅游综合服务区。遗址区对外开放一、二、三、五、六号帝王陵及陪葬墓群。,https://dimg04.c-ctrip.com/images/0105w120008k1int9F886.jpg
银川,鸣翠湖水世界,1702436,38.394791,106.371726,2.0,千人同池、万人同欢，3米巨浪迎面扑来，感受海的魅力，带来夏日清凉！再加上西北难得一见的银色沙滩，营造出真实的海域体验！海浪池中间的舞台，时常会上演精彩绝伦的各类表演，让游客在享受冲浪的同时近距离的参与其中，一嗨翻天！在密封的滑道中，一场演绎极速与心跳的戏水大战正在上演。尖峰时刻，疯狂回旋，直落万丈深渊，水上情境蒙太奇的体验。从近20米高度急速俯冲，百米滑行，历时20余秒的惊险刺激，尽享风驰电掣的竞赛快感，忘记心跳，只有尖叫！在密封的滑道中，一场演绎极速与心跳的戏水大战正在上演。尖峰时刻，疯狂回旋，直落万丈深渊，水上情境蒙太奇的体验。,https://dimg04.c-ctrip.com/images/10010v000000k21kv5204.jpg
银川,阅海滑雪场,1508216,38.548137,106.190993,3.7,阅海公园滑雪场可算是基础滑雪场。滑雪道建立在人工堆筑的土山上，地势没有那么险峻，坡道也不太陡峭，对于一般的爱好者和初学者来说，这就足够了。阅海滑雪场的一个优势是，它与附近的冰面接壤，除了雪地上的娱乐项目以外，游客还可以在冰面上找到更多的乐趣：在冰上打老牛、溜冰车，甚至可以亲自动手做些冰塑、雪雕等。这些项目更适合家庭出游，父母孩子都能各得其乐。阅海鱼宴远近闻名，一种鱼百种做法，却各有滋味，非常适合全家出游后的团员餐。,https://dimg04.c-ctrip.com/images/1lo2912000h6se60u8BDF.jpg
银川,银川森淼生态旅游区,70247,38.417834,106.175592,3.0,森淼生态旅游区位于银川植物园内，银川绕城南环高速公路横穿旅游区北侧，占地面积4000余亩，是一个集生态旅游、休闲度假、现代农业观光、会议培训、青少年植物科普、拓展训练等为一体的综合性生态旅游区。作为银川市近郊的“一叶绿肺”，绿树成荫，环境幽雅，为人们提供一个健康、阳光、绿色生态的环境。森淼生态旅游区融入纽约中央公园和伦敦海德公园的设计理念，旅游区内草坪、园艺、水景等自然景观令人心情舒爽、备感轻松。,https://dimg04.c-ctrip.com/images/0104b12000axcu6264E46.jpg
银川,马兰花大草原,50757,38.514458,106.581823,3.4,马兰花大草原位于有名的鄂尔多斯台地的边缘，共有草原面积0.67万公顷。北距平罗县37千米，西距银川市43千米。每年四月底五月初，上万亩的马兰花傲然怒放，用浓浓的紫色装扮着茫茫戈壁，用奇妙的光环轻轻摇曳着浩瀚无垠的大草原。观赏马兰花大草原的奇特美景，是一种人间少有的享受。每到秋季，牧草丰盛，正是草原风光美丽的季节。注：马兰花属兰花的一个品系，是多年生草本植物，不仅有观赏价值，而且茎叶可以造纸，根可制刷子，可以说全身是宝。 ,https://dimg04.c-ctrip.com/images/0104w12000b6f7utjE682.jpg
银川,宁夏幻太奇海洋公园,5099382,38.49494,106.247845,3.8,宁夏BHG幻太奇海洋公园位于银川市金凤区康平路北京华联悦海新天地购物中心，占地总面积6600余平方米，总投资8000万元人民币。是宁夏集观赏性、互动性、参与性、趣味性、知识性、娱乐性为一体的大型室内海洋主题公园。宁夏BHG幻太奇海洋公园内设锦福东方、梦幻潘多拉、彩羽之林、亚特兰蒂斯之城、星语心愿、深海迷城、水星舞语、水母星宫、马达加斯加探险岛、星宫宝藏等十大主题展区。馆内总水体量超3000吨，饲养和展示的海洋鱼类及生物达1000多种、20000多尾。 神秘的幻太奇海洋育有包括大鲨鱼、海龟及其他各种珍稀鱼类，在270°海底观景隧道中美丽婀娜的人鱼穿梭其中，游客可以透过蔚蓝的海水感受到亚特兰蒂斯的历史和文明；这里还有憨态可掬的海狮表演，幽默俏皮的鹦鹉表演；更有可爱的白袋鼠、羊驼、环尾狐猴等萌宠精灵期待与您亲密接触，让我们一同前往那片神秘梦幻的海底世界，一睹风采吧！惊喜体验，尽在浪漫幻太奇！,https://dimg04.c-ctrip.com/images/1lo6612000ax8mwbb57E1.jpg
银川,清城大门,1715061,38.614886,106.072935,4.7,清城大门位于宁夏镇北堡西部影城，是银川市西夏区的标志性建筑，高30米，造型优美，以传统文化元素为主题，彰显着区域的历史和文化底蕴。它经常作为电影布景的城堡大门，张贤亮在小说《绿化树》中称它为“镇南堡”，在清城大门拍摄取景的《朱元璋》、《飞天》、《大话西游》等影视作品都大获成功，所以中国影视界把这座城门称为“幸运之门”。景区原址为明清时代的边防城堡，在中国众多的影视城中，西部影城以其古朴、原始、粗犷、荒凉、民间化为特色，是中国三大影视城之一。镇北堡西部影视城由清城，明城，老银川一条街三个部分组成。清城位于镇北堡西部影城北端（景区正门口），建于清乾隆五年，是明城被地震摧毁后奉乾隆旨意夯筑的另一个兵营，故名“清城”，清城大门就是清城的门户。清城大门的墙体用黄土夯筑而成，高10余米，东面有半圆形瓮城，城门南侧有一斜坡可登上城墙。城墙宽5米，墙上筑砌有1.8米高的堞墙垛口。城墙四角原建有角楼，角楼基址依稀可见。清城大门不仅是一个热门观光打卡胜地，更是大漠黄沙掩藏中风花雪月的入口。,https://dimg04.c-ctrip.com/images/100p1f000001gpdopDCC6.jpg
银川,砚家班相声会馆(盛世茶城店),4379359,38.467796,106.269406,4.0,砚家班相声会馆是宁夏银川一家专业的相声演出团体，砚家班致力于打造“中国相声新码头”，让相声这门传统的艺术成为宁夏新的文化符号，让纯正的茶馆相声融入到每一位宁夏人的生活当中，让“相声爱上宁夏，让宁夏爱上相声”！,https://dimg04.c-ctrip.com/images/100k0s000000hnlag2F4C.jpg
银川,宝湖公园,1829656,38.450346,106.250138,4.7,宝湖公园位于银川市金凤区良田镇保伏桥村，是国家湿地公园。占地面积1300多亩，其中水面500余亩，因形似元宝和湖中有金马驹的传说而得名，呈椭圆形。是银川市的城中湖，与大小西湖连成一片，东靠唐徕渠，西临正源南街，北依银新铁路专线，南边是宝庆西路，因形似元宝和湖中有金马驹的传说而得名，呈椭圆形。宝湖湖面宽阔，湖水较深，水色淡蓝，湖与岛四周芦苇环绕，苇荡相连。银川城里的人闲了，都爱到这里观鸟钓鱼。,https://dimg04.c-ctrip.com/images/01021120009416tvkB783.jpg
银川,曼悦海温泉(悦海新天地店),4245406,38.495844,106.248244,3.5,曼悦海温泉配套有人工智能温泉、芭缇雅SPA、游泳、韩式汗蒸等项目，可以满足不同层次消费人群的各种消费需求。,https://dimg04.c-ctrip.com/images/100c1f000001gsyks201D.jpg
银川,阅海欢乐岛,3139928,38.529968,106.199981,3.3,阅海欢乐岛游乐场包括陆地游乐项目和水上游乐项目，游乐场内共有摩天轮、四环过山车、极速风车、激流勇进、高空飞翔等20余个大型游乐项目。,https://dimg04.c-ctrip.com/images/100l1f000001gqeou67DF.jpg
银川,艾伊薰衣草庄园,3406938,38.441854,106.544514,2.5,宁夏艾伊薰衣草庄园位于银川市滨河新区核心地段，园区内的设计完全保持原始地貌特征，建筑以地中海和欧式风格呈现，设有浪漫之门、地中海风情街、黄河栈道、房车露营等功能区。除薰衣草外，园区内还搭配种植了万寿菊、紫丁香、马兰花、鼠尾草等不同花季的花草，周围以新疆杨、山杏、山桃、樟子松等多树种构成了宽幅防护林带。通过不同花草和树木的搭配，形成了艾伊薰衣草生态庄园“三季有花，四季常绿”的景观特色，犹如上帝遗忘在大地上的一件拼布外衣。,https://dimg04.c-ctrip.com/images/100a0s000000hjflp5D61.jpg
银川,镇北堡大剧院,2499694,38.622517,106.068675,4.3,镇北堡大剧院，总占地面积7000多平方米，能同时容纳1000人左右，并有3个升降舞台，舞台背景设计模仿贺兰山的岩壁，一道似天然又似人工的阶梯蜿蜒曲折，直通山顶，舞台两侧的西夏武士雕像，俯视全场整体氛围威严、肃穆却不失神秘感。剧院整体建筑设计以党项包为原型，现是世界上较大的党项包，正在申请吉尼斯世界记录。剧院内常年上演特色主题演艺，以声、光、电、服、化、道等现代舞美前沿科技为主要表现形式，展现特色的人文精神。更可承接各类大型会议、演出、赛事。,https://dimg04.c-ctrip.com/images/100a0k000000btigd6885.png
银川,西夏陵博物馆,5073308,38.442152,106.017771,4.4,西夏博物馆位于银川市西夏区贺兰山东麓，2019年6月12日对外开放，是一座依托西夏陵园为背景，通过图版、多媒体、场景展示等多种手段展示西夏历史文化和西夏陵传承保护史的专题博物馆。博物馆总建筑面积9000平米，建筑造型庄重恢弘，与巍巍贺兰山形成连绵之势，与广阔的大地融合共生。在这座以皇家陵园为背景的西夏博物馆中，荟萃了西夏历史文化遗存的精品，是目前我国集中展示西夏历史文化展品多且集中的专题博物馆。博物馆占地面积9000平方米，其中展示陈列面积5400平方米，展出西夏文物8000余件，展厅共分为西夏史、西夏文化、西夏宗教艺术、西夏社会经济、西夏陵、保护与传承等六个展厅，以实物、图表、影印图照、创作画、雕塑、模型、场景、多媒体等手段，展示了西夏历史文化的脉络，讲述着西夏文物背后的故事，在与历史对话过程中，一步步揭开西夏神秘的面纱。,https://dimg04.c-ctrip.com/images/1lo6p12000fa93vt5D7B8.jpg
银川,鼓楼尚街小吃一条街,5630382,38.468898,106.282535,4.3, 鼓楼尚街第一美食街位于银川市兴庆区，有各路网红美食，韩式炒年糕、烤鱿鱼、肉包子、羊肉串、章鱼小丸子、腊汁肉夹馍等等。除了好吃的，这里还有抖音上的网红钢琴，手里捧着美食，脚下踩着钢琴，多惬意。还有小丑表演、各种主题展馆，好吃、好玩、好看的在这里应有尽有。,https://dimg04.c-ctrip.com/images/0105312000f6tiwzhD046.jpg
银川,老银川一条街,5069504,38.612938,106.073609,4.6,老银川一条街，镇北堡西部影城又有新亮点，将向游客推出“老银川一条街”景观。街道以复制原“宁夏省国民政府”即俗称“马鸿逵官邸”的建筑物为中轴，以解放前银川市繁华的“柳树巷”即现在鼓楼南的步行街为蓝本。街总长120米，两边店铺包括当年商号如 “百川汇”“天城西”“敬义泰”“合盛恒”“大陆文化社”“大公报宁夏分馆”“宝珍照相馆”等，不同类型的店面中夹杂着小饭馆和小杂货铺，街中间是当时银川市较大的“羊肉街口”“米粮市”巷口。迎向游客的两面一侧是当年银川的游玩场所“承天寺戏台”，一侧是1958年前银川的对外交通枢纽“银川汽车站”。,https://dimg04.c-ctrip.com/images/0101a12000k1bww1w0015.jpg
银川,源石酒庄,1840516,38.571557,106.03811,4.7,志辉源石酒庄，秉承“天人合一”、“师法自然”的观念。酒庄建设从中国传统美学出发，融进了很多中式元素，承袭汉朝的建筑风格，碧云层叠的葡萄园，风清气爽的西北园林，返朴归真、虚静恬淡的中国园林美学标准与葡萄美酒的气息巧妙结合，营造了中国园林中独树一帜的酒庄园林风格。目前酒庄自有葡萄有机种植基地四千亩，年生产各类酒庄级葡萄酒十余万瓶，严苛要求原料、工艺，潜心酿制高精品质葡萄酒，用中国葡萄酒将中国文化传递向全世界。,https://dimg04.c-ctrip.com/images/1lo0v12000dxyb8jz145A.jpg
银川,宁夏人民剧院,5672359,38.485654,106.237418,4.3,宁夏人民剧院位于银川市金凤区上海西路街道泰康街，该剧院是当地大型节庆活动及演出的重要场所，同时也是展现当地精神文明建设成就和文化发展水平的重要窗口。,https://dimg04.c-ctrip.com/images/100i1a0000019qwuc7C14.jpg
银川,银川景城公园,2480386,38.37887,106.508537,4.6,银川景城公园以中国地图为构图要素，海南岛、台湾岛、钓鱼岛、黄河、渤海一应俱全，通过湖光山色，小桥流水，奇花异草，廊桥水庭打造独特的人文景观，生态氧吧。,https://dimg04.c-ctrip.com/images/0104s120008s79yh478A2.jpg
银川,兵沟旅游区浑怀障汉墓群景区,50648,38.464429,106.541567,5.0,浑怀障是迄今已知市境内较早的古代建置。秦始皇33年(公元前214年)，秦将蒙恬北逐匈奴，收河南地(今黄河河套西北地区)，设44县，筑长城，设亭障，御匈奴，在今平罗县境（今兵沟汉墓附近）设浑怀障。,https://dimg04.c-ctrip.com/images/0106s120009v8b54r0624.png
银川,兵沟旅游度假区,2500264,38.457877,106.542106,3.0,兵沟旅游度假区，坐落于银川市兴庆区黄河东岸，203省道穿其而过。景区西至黄河，东至喇嘛庙、古战场遗址，南有兵沟大峡谷，北接燕子湖，东西长约8公里，南北宽约3.3公里，占地面积26平方公里。兵沟，历史悠久。早在两千多年前的秦汉时期，这个地方就以北地郡“浑怀障”的名字载诸《史记》、《汉书》。在秦汉以后很长历史时期中，此地一直是历经战事屯兵戍边的军事要地，“兵沟”之名便由此而来。秦代名将蒙恬曾在这里主持修筑边防军城“浑怀障”，戍边将士英勇抗敌、马革裹尸，留下了2000多年的庞大汉墓群，遐迩闻名的奇特大峡谷，涛涛北去的古老黄河，一望无际的茫茫大漠，时间将历史遗存和自然景观浓缩在兵沟这片天地之中。,https://dimg04.c-ctrip.com/images/100f0k000000btjn98ED6.jpg
银川,银川国际会展中心,5677342,38.486082,106.224082,4.4,银川国际会展中心是银川市新建的“三馆两中心”之一，会展中心不仅环境优美，交通便利，设施完善，更是一座集展览、会议、商贸洽谈、信息交流、旅游、餐饮娱乐等多功能于一体的现代展馆。,https://dimg04.c-ctrip.com/images/01041120005uy60028091.jpg
银川,银川绿博园,2121956,38.54266,106.21694,4.1,银川绿博园位于览山公园北部，东依亲水大街，南至沈阳路，西接阅海公园东岸，北延生态文化产业园。这里规划建设两轴、两馆、三环线、四岛、多展园。一期览山岛和回乡岛园林景观工程已全部完成.回乡岛主要由祥云舞凤广场、锦绣花田、婚庆主题广场、风车花园等多个景观节点构成。值得一提的是，“锦绣花田”由180万盆品种丰富、色彩绚丽的花卉构成。,https://dimg04.c-ctrip.com/images/0103v12000f6pptkdA8D9.jpg
银川,阅海清真大寺,5639387,38.509515,106.254912,3.3,该寺的外观很别致，是一座很宏伟的建筑，寺内有四座塔楼，也很漂亮。,https://dimg04.c-ctrip.com/images/0103p12000cdjru2f700D.jpg
银川,海宝公园,4623636,38.493789,106.282518,4.3,海宝公园游乐场位于新二中旁海宝公园内，内设大摆锤、碰碰车、6D电影体验、欢乐飞船等多样的大型娱乐项目。,https://dimg04.c-ctrip.com/images/0105z12000941a7t6BF54.jpg
银川,西夏王宫,1834514,38.464395,106.500367,4.3,西夏王宫位于距银川市东13公里处的金水（黄河）旅游区内，“横城古渡”自古就是宁夏八景之一。西夏王宫是因拍摄西夏历史主题电视连续剧《贺兰雪》而重新修建。,https://dimg04.c-ctrip.com/images/0102x120009fld7id4E28.jpg
银川,阅海湾水上公园,4623547,38.511576,106.226682,4.4,银川水上公园位于宁夏银川亲水大街与大连路交叉口向南二百米，这里风景优美，娱乐设施众多，有划船，水上泡泡球等。此外还有沙滩供游客休闲娱乐。,https://dimg04.c-ctrip.com/images/0104d12000f6rkf8e6F22.jpg
银川,览山公园,5066697,38.530127,106.215352,4.6,览山公园门庭后面是一个巨大的广场，是山前广场。广场后面有两座山峰，这就是览山，山上一片翠绿。两山之间，是一个宽阔的台阶，高台巍峨，石阶数百，由底至顶，宽阔壮观。,https://dimg04.c-ctrip.com/images/0101c12000f6te36qE95A.jpg
银川,银川美术馆,2649342,38.486931,106.23666,4.5,银川美术馆建筑宏伟壮观，古朴典雅，内部设有展览部、研究部、收藏部等，是集征集收藏、陈列展览、研究等为一体的美术馆。,https://dimg04.c-ctrip.com/images/100l180000014mvyw7664.jpg
银川,墓道,4623623,38.435846,105.991296,4.4,墓道位于宁夏银川，是一处历史悠久的遗迹，在这里，游客可以更好地了解西夏王朝的历史文化。,https://dimg04.c-ctrip.com/images/0100812000cj9h0sf0946.jpg
银川,沙温泉度假区,5597341,38.434858,106.41679,4.2,沙温泉度假区是以沙文化为主题的温泉度假村，位于银川市兴庆区掌政镇，紧邻北京东路，距市区不足十公里。室内温泉以西北大漠风情与亚热带雨林风光巧妙融合，呈现出一种全新的视觉效果。温泉区占地面积五万平方米，多种形式的泡池达七十多个，分别为游泳池、儿童戏水池、亲亲鱼疗池、沙浴池、海盐池、决明子池等。,https://dimg04.c-ctrip.com/images/01066120008htzxe9B207.jpg
银川,西夏史话塑像馆,3671519,38.42685,106.002945,4.6,西夏史话塑像馆以西夏皇陵为背景，以西夏史实为依据，通过场景再现，人物塑像等资料，生动再现了辉煌一时的西夏文明。,https://dimg04.c-ctrip.com/images/0106k120008eqxtrqD266.jpg
银川,宁夏银川规划展示馆,2748558,38.526035,106.241928,4.7,银川市城市规划展示馆建筑面积一万多平米，分为序厅、综合概览厅、空间规划厅、银川历史展厅、全域银川展厅等多个展厅，主要展示银川市的发展历程和城市规划。,https://dimg04.c-ctrip.com/images/01033120009hxq27aE71E.jpg
银川,宁夏邮政博物馆,1835502,38.466778,106.27608,4.7,中国邮政博物馆是了解宁夏邮政的发展及荣誉的好去处。同时馆内按历史延革陈列着许多珍贵文物和图片。很有教育意义。,https://dimg04.c-ctrip.com/images/1002180000014tsr5370F.jpg
银川,银川国际会展中心-北广场,4626929,38.486848,106.22562,5.0,广场占地面积广阔，绿化覆盖率高，环境优美，这里常用于举办各种户外展览、文化活动和市民休闲娱乐。,https://dimg04.c-ctrip.com/images/100b1800000141877ACD5.jpg
银川,中国·银川花博园,67829000,38.53361,106.221218,4.1,"银川花博会会址选在刚刚结束的中阿绿博会会址，坐落于银川市金凤区中北部，东依亲水大街，南靠览山剧场，毗邻中阿论坛领事馆和阅海经济区(CBD),西融阅海湾，北延生态文化产业。",https://dimg04.c-ctrip.com/images/1lo3s12000c8npemq3D9B.jpg
银川,毓秀公园,5656381,38.49523,106.2022,4.8,公园里绿意盎然，风景很美，园内有一个电子屏上面显示有大家走路的步数，非常适合运动健身。,https://dimg04.c-ctrip.com/images/0104x12000atidp9e5FF7.jpg
银川,银川动物园,3141628,38.478658,106.266498,4.6,银川市动物园位于位于兴庆区中山公园内，银川市区内风景游览区之一。可以从北京东路的北门进，也可以从凤凰北街的西门进。正门（南门）位于湖滨西街，另有北门位于北京东路，西门位于凤凰北街。据志乘所载，这里原为西夏国元吴宫遗址，当时的元吴宫“逶迤数里，亭榭台池，并极其盛”，为西夏国都兴庆府第一大建筑，后毁于战火。明嘉靖年间，此为镇属兵马营房，俗称‘西马营”。1929年，冯玉祥属下门致中在此兴建公园，正式命名为“中山公园”。1949年以后，经过30多年的精心规划和修建，公园面积扩大到780亩，内有“银湖”，增添了“烈士纪念亭”“朔方亭”、“游船码头”、“玉带桥”、“少年科技站”、“儿童活动场”及动物园等20多处景观及游乐场所。园中浓荫蔽日，亭台错落，每天都吸引着大量游人前来赏玩。,https://dimg04.c-ctrip.com/images/100h1f000001grwpg19E7.jpg
银川,中山公园-古城墙,65192300,38.477075,106.264007,4.6,这段城墙于清代建成，历史悠久，站在城墙上视野开阔，可以欣赏远处的风景。,https://dimg04.c-ctrip.com/images/0100h12000aunm5qt5169.jpg
银川,银川市西夏区图书馆,3661948,38.496629,106.114181,4.4,图书馆很大，交通便利。馆内有少儿借阅室、电子阅览室、报刊阅览室、承认借阅室等等。周末可以带着孩子来这里学习，看书。,https://dimg04.c-ctrip.com/images/100i180000014ljl04862.jpg
银川,宁夏人民会堂剧场,3640494,38.472382,106.269711,4.4,宁夏人民会堂是自治区举办重大政务文化活动的重要场所，坐落于银川市光明广场东侧，与毗邻的体育馆、中山公园及光明广场构成了银川市中心一道靓丽的风景线。 会堂总建筑面积约13630平方米，整体建筑外圆内方，造型优美，气势恢弘。楼顶为一个直径28米的球面体，与夜晚四周齐射的灯光一起形成“众星捧月”之势。,https://dimg04.c-ctrip.com/images/0102r12000borjsay5268.jpg
银川,光明广场,4628125,38.471886,106.268194,4.0,广场位于中山公园旁边，视野很开阔，广场上有一座钟楼，整个环境清幽雅致，一到傍晚有很多人在这里散步。,https://dimg04.c-ctrip.com/images/0106h120009f654h71CCA.jpg
银川,贺兰庙,4611815,38.608025,105.935787,0.0,始建于清朝光绪十八年的贺兰庙，坐落在滚钟口景区的半山之上，分为上中下三层台院，三座殿宇连成一体。主殿供泥塑彩像，两侧绘有滚钟口全景图和贺兰庙全景图，殿宇雕梁画栋，蔚为壮观。,https://dimg04.c-ctrip.com/images/0106h12000gel9paaBF33.jpg
银川,银川市文化艺术馆,2688811,38.458959,106.231073,0.0,银川市文化艺术馆经常组织开展各种各类的文化艺术活动。经常举办美术、书法、摄影等各类展览及展览、座谈交流活动。,https://dimg04.c-ctrip.com/images/0101d12000bbmluli1708.jpg
银川,宁夏牛街,5168458,38.455418,106.280931,3.7,宁夏牛街是宁夏当地一条特色的美食街，街上各种特色小吃众多，每到夜晚热闹非凡，街区还会不定期举行节日活动。,https://dimg04.c-ctrip.com/images/100a18000001401wr364B.jpg
银川,银川黄河高尔夫俱乐部,1408394,38.375742,106.412892,0.0,"银川黄河高尔夫俱乐部位于素有“塞上江南”美誉的银川市郊，东临黄河西靠鸣翠湖国家湿地公园,银青高速公路旁，交通十分便利，距离银川河东机场5公里，市中心仅13公里10分钟车程，气候宜人，是宁夏首家18洞高尔夫球场。球场占地1100亩(约74万平方米)，球道总长7267码，标准杆72杆。在保护和修复湿地的基础上，以苏格兰海滨球场的风格为设计依据，将黄河岸边的原始风貌和 湿地自然风景浑然融为一体，体现出独有的林克斯风格。设计师从享受打球乐趣的角度出发，巧妙运用湖泊、芦苇、沟渠的自然障碍配合沙坑和起伏多变的果岭，在挑战低差点球友的同时，也能让智慧保守型的球友有意想不到的惊奇和欣慰。",https://dimg04.c-ctrip.com/images/0101s120009heexxgCA1A.jpg
银川,冠军冰场CHAMPION RINK(建发大阅城店),5388347,38.514547,106.255719,0.0,冠军冰场位于银川大阅城内，是银川大阅城具有亮点的主力店之一，提供专业的冰上培训和优质的体验环境。,https://dimg04.c-ctrip.com/images/100w14000000wpzbs31AD.jpg
银川,黑拳头搏击俱乐部(建发大阅城店),5390347,38.513005,106.255598,5.0,黑拳头搏击俱乐部是尚宏搏击俱乐部的品牌升级店，创于2012年，以散打、拳击、传统泰拳、欧式泰拳、MMA、自由搏击等为主。,https://dimg04.c-ctrip.com/images/100h14000000wlihjE224.jpg
银川,酬勤马术俱乐部,1926749,38.377528,106.4153,0.0,银川博塞马术俱乐部创立于2008年，系中国马业协会团体会员，是国家体育局认证的青少年马术训练基地、自治区级青少年体育俱乐部，俱乐部占地面积100亩，坐落于宁夏银川黄河金岸，自然景色优美，拥有湖泊水岸，原生态的自然风光，充满了郊外野趣。在这样得天独厚的环境中休闲骑乘、训练，呼吸着饱含负氧离子的清新空气，强身健体，放松身心，可谓相得益彰。俱乐部现有60x90国际马术训练场，四十余匹教学比赛马匹和相应的配套设施，拥有一支十多人的专业教练团队。    ,https://dimg04.c-ctrip.com/images/100q0w000000kd50r0342.jpg
